b'id',b'key',b'value',b'type' 
b'97873204',b'highway',b'residential',b'regular'
b'98114708',b'building',b'yes',b'regular'
b'98280397',b'layer',b'1',b'regular'
b'98280397',b'bridge',b'yes',b'regular'
b'98280397',b'highway',b'footway',b'regular'
b'98331197',b'name',b'Branch Avenue',b'regular'
b'98331197',b'highway',b'service',b'regular'
b'98331197',b'cfcc',b'A41',b'tiger'
b'98331197',b'county',"b'Cuyahoga, OH'",b'tiger'
b'98331197',b'zip_left',b'44113',b'tiger'
b'98331197',b'name_base',b'Branch',b'tiger'
b'98331197',b'name_type',b'Ave',b'tiger'
b'98331197',b'zip_right',b'44113',b'tiger'
b'98646820',b'railway',b'rail',b'regular'
b'98646820',b'cfcc',b'B11',b'tiger'
b'98646820',b'tlid',b'61400239:61399610:61399635:61398329:61399860',b'tiger'
b'98646820',b'county',"b'Summit, OH'",b'tiger'
b'98646820',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'98646820',b'reviewed',b'no',b'tiger'
b'98646820',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'98714956',b'railway',b'abandoned',b'regular'
b'98714956',b'old_railway_operator',b'AC&Y',b'regular'
b'98758964',b'railway',b'rail',b'regular'
b'99484402',b'name',b'River Bend Boulevard',b'regular'
b'99484402',b'layer',b'1',b'regular'
b'99484402',b'bridge',b'yes',b'regular'
b'99484402',b'highway',b'residential',b'regular'
b'99484402',b'cfcc',b'A41',b'tiger'
b'99484402',b'county',"b'Portage, OH'",b'tiger'
b'99484402',b'reviewed',b'no',b'tiger'
b'99484402',b'zip_left',b'44240',b'tiger'
b'99484402',b'name_base',b'River Bend',b'tiger'
b'99484402',b'name_type',b'Blvd',b'tiger'
b'99484402',b'zip_right',b'44240',b'tiger'
b'99953214',b'source',b'bing',b'regular'
b'99953214',b'highway',b'residential',b'regular'
b'100492509',b'building',b'retail',b'regular'
b'100492509',b'city',b'Cleveland',b'addr'
b'100492509',b'state',b'Ohio',b'addr'
b'100492509',b'street',b'Prospect Avenue East',b'addr'
b'100492509',b'postcode',b'44115',b'addr'
b'100492509',b'levels',b'1',b'building'
b'100948746',b'name',b'Wakefield Run',b'regular'
b'100948746',b'lanes',b'2',b'regular'
b'100948746',b'highway',b'residential',b'regular'
b'101385260',b'source',b'bing',b'regular'
b'101385260',b'highway',b'residential',b'regular'
b'102030116',b'source',b'bing',b'regular'
b'102030116',b'highway',b'residential',b'regular'
b'102162038',b'highway',b'service',b'regular'
b'102162038',b'service',b'driveway',b'regular'
b'102311684',b'name',b'Cleveland District',b'regular'
b'102311684',b'gauge',b'1435',b'regular'
b'102311684',b'layer',b'1',b'regular'
b'102311684',b'usage',b'branch',b'regular'
b'102311684',b'bridge',b'yes',b'regular'
b'102311684',b'railway',b'rail',b'regular'
b'102311684',b'operator',b'NS',b'regular'
b'102311684',b'cfcc',b'B11:B21',b'tiger'
b'102311684',b'electrified',b'no',b'regular'
b'102311684',b'county',"b'Erie, OH:Lorain, OH'",b'tiger'
b'102311684',b'reviewed',b'no',b'tiger'
b'102311684',b'name_base',b'Norfolk and Southern R R:Norfolk and Western Railway',b'tiger'
b'102311684',b'old_railway_operator',b'NKP',b'regular'
b'102352300',b'highway',b'service',b'regular'
b'102352300',b'service',b'driveway',b'regular'
b'102352300',b'surface',b'paved',b'regular'
b'102650146',b'name',b'Chatham Ave Community Garden',b'regular'
b'102650146',b'leisure',b'garden',b'regular'
b'104034477',b'highway',b'service',b'regular'
b'105410887',b'highway',b'service',b'regular'
b'105410887',b'service',b'parking_aisle',b'regular'
b'105410887',b'cfcc',b'A41',b'tiger'
b'105410887',b'tlid',b'55446570:55446571:55447197',b'tiger'
b'105410887',b'county',"b'Lorain, OH'",b'tiger'
b'105410887',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'105410887',b'separated',b'no',b'tiger'
b'105410887',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'107466124',b'oneway',b'no',b'regular'
b'107466124',b'highway',b'service',b'regular'
b'107703302',b'highway',b'footway',b'regular'
b'108281360',b'name',"b""Women's Club Pavillion""",b'regular'
b'108281360',b'building',b'yes',b'regular'
b'108708405',b'layer',b'1',b'regular'
b'108708405',b'bridge',b'yes',b'regular'
b'108708405',b'county',"b'Cuyahoga, OH'",b'regular'
b'108708405',b'oneway',b'yes',b'regular'
b'108708405',b'highway',b'motorway_link',b'regular'
b'109733152',b'building',b'yes',b'regular'
b'112974217',b'sport',b'american_football;soccer',b'regular'
b'112974217',b'leisure',b'pitch',b'regular'
b'113564422',b'hgv',b'designated',b'regular'
b'113564422',b'national_network',b'yes',b'hgv'
b'113564422',b'highway',b'motorway_link',b'regular'
b'113564422',b'fap',b'58',b'old_ref'
b'113564422',b'oneway',b'yes',b'regular'
b'113564422',b'ref',b'SR 43',b'regular'
b'113564422',b'hgv:national_network',b'Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23',b'source'
b'113564422',b'old_ref:fap',b'ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx',b'source'
b'113564422',b'cfcc',b'A63',b'tiger'
b'113564422',b'county',"b'Stark, OH'",b'tiger'
b'113564422',b'reviewed',b'no',b'tiger'
b'113738148',b'highway',b'secondary',b'regular'
b'113738148',b'name',b'Ravenna Road',b'regular'
b'113738148',b'oneway',b'no',b'regular'
b'113738148',b'surface',b'asphalt',b'regular'
b'113738148',b'cfcc',b'A41',b'tiger'
b'113738148',b'county',"b'Summit, OH'",b'tiger'
b'113738148',b'name_base',b'Ravenna',b'tiger'
b'113738148',b'name_type',b'Rd',b'tiger'
b'113738148',b'reviewed',b'no',b'tiger'
b'113738148',b'zip_left',b'44087',b'tiger'
b'113738148',b'zip_right',b'44087',b'tiger'
b'113969425',b'ref',b'SR 283',b'regular'
b'113969425',b'oneway',b'yes',b'regular'
b'113969425',b'highway',b'motorway_link',b'regular'
b'113969425',b'cfcc',b'A63',b'tiger'
b'113969425',b'county',"b'Cuyahoga, OH'",b'tiger'
b'114054857',b'name',b'Lake Shore Boulevard',b'regular'
b'114054857',b'highway',b'unclassified',b'regular'
b'114054857',b'cfcc',b'A31',b'tiger'
b'114054857',b'county',"b'Lake, OH'",b'tiger'
b'114054857',b'reviewed',b'no',b'tiger'
b'114054857',b'zip_left',b'44095',b'tiger'
b'114054857',b'name_base',b'Lake Shore',b'tiger'
b'114054857',b'name_type',b'Blvd',b'tiger'
b'114054857',b'zip_right',b'44095',b'tiger'
b'114054857',b'name_base_1',b'State Route 283',b'tiger'
b'114495054',b'amenity',b'parking',b'regular'
b'116216494',b'name',b'Highland Road',b'regular'
b'116216494',b'highway',b'tertiary',b'regular'
b'116216494',b'cfcc',b'A41',b'tiger'
b'116216494',b'county',"b'Cuyahoga, OH'",b'tiger'
b'116216494',b'reviewed',b'no',b'tiger'
b'116216494',b'zip_left',b'44143',b'tiger'
b'116216494',b'name_base',b'Highland',b'tiger'
b'116216494',b'name_type',b'Rd',b'tiger'
b'116216494',b'zip_right',b'44143',b'tiger'
b'117108662',b'place',b'islet',b'regular'
b'119496558',b'ele',b'208',b'regular'
b'119496558',b'name',b'East Cleveland Township Cemetery',b'regular'
b'119496558',b'landuse',b'cemetery',b'regular'
b'119496558',b'religion',b'none',b'regular'
b'119496558',b'city',b'Cleveland',b'addr'
b'119496558',b'state',b'Ohio',b'addr'
b'119496558',b'street',b'East 118th Street',b'addr'
b'119496558',b'edited',b'06/05/2006',b'gnis'
b'119496558',b'created',b'07/12/1979',b'gnis'
b'119496558',b'postcode',b'44106',b'addr'
b'119496558',b'state_id',b'39',b'gnis'
b'119496558',b'county_id',b'035',b'gnis'
b'119496558',b'feature_id',b'1039980',b'gnis'
b'119496558',b'housenumber',b'1621',b'addr'
b'120933085',b'name',b'Dodge Court',b'regular'
b'120933085',b'highway',b'service',b'regular'
b'120933085',b'service',b'alley',b'regular'
b'120933085',b'cfcc',b'A41',b'tiger'
b'120933085',b'county',"b'Cuyahoga, OH'",b'tiger'
b'120933085',b'zip_left',b'44114',b'tiger'
b'120933085',b'name_base',b'Dodge',b'tiger'
b'120933085',b'name_type',b'Ct',b'tiger'
b'120933085',b'zip_right',b'44114',b'tiger'
b'121481541',b'hgv',b'designated',b'regular'
b'121481541',b'ref',b'US 6',b'regular'
b'121481541',b'name',b'East Erie Avenue',b'regular'
b'121481541',b'lanes',b'3',b'regular'
b'121481541',b'highway',b'primary',b'regular'
b'121481541',b'lanes',"b'1 westbound, 2 eastbound'",b'note'
b'121481541',b'cfcc',b'A21',b'tiger'
b'121481541',b'fap',b'73',b'old_ref'
b'121481541',b'county',"b'Lorain, OH'",b'tiger'
b'121481541',b'reviewed',b'no',b'tiger'
b'121481541',b'zip_left',b'44052',b'tiger'
b'121481541',b'name_base',b'Erie',b'tiger'
b'121481541',b'name_type',b'Ave',b'tiger'
b'121481541',b'zip_right',b'44052',b'tiger'
b'121481541',b'name_base_1',b'United States Highway 6',b'tiger'
b'121481541',b'old_ref:fap',b'ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx',b'source'
b'121481541',b'national_network',b'yes',b'hgv'
b'121481541',b'hgv:national_network',b'Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23',b'source'
b'121481541',b'name_direction_prefix',b'E',b'tiger'
b'122115305',b'name',b'Bessemer Avenue',b'regular'
b'122115305',b'highway',b'unclassified',b'regular'
b'122115305',b'cfcc',b'A41',b'tiger'
b'122115305',b'county',"b'Cuyahoga, OH'",b'tiger'
b'122115305',b'zip_left',b'44127',b'tiger'
b'122115305',b'name_base',b'Bessemer',b'tiger'
b'122115305',b'name_type',b'Ave',b'tiger'
b'122115305',b'zip_right',b'44127',b'tiger'
b'122815152',b'building',b'yes',b'regular'
b'123681054',b'highway',b'motorway',b'regular'
b'123681054',b'lanes',b'3',b'regular'
b'123681054',b'noref',b'yes',b'regular'
b'123681054',b'oneway',b'yes',b'regular'
b'123681054',b'ref',b'I-480N',b'regular'
b'123681054',b'cfcc',b'A25',b'tiger'
b'123681054',b'county',"b'Cuyahoga, OH'",b'tiger'
b'123681054',b'name_base',b'US Hwy 422 (Alt)',b'tiger'
b'123681054',b'toll',b'no',b'regular'
b'123681054',b'unsigned_ref',b'I 480N',b'regular'
b'124537308',b'name',b'Home Street',b'regular'
b'124537308',b'name_1',b'Home Avenue',b'regular'
b'124537308',b'highway',b'residential',b'regular'
b'124537308',b'cfcc',b'A41',b'tiger'
b'124537308',b'county',"b'Cuyahoga, OH'",b'tiger'
b'124537308',b'reviewed',b'no',b'tiger'
b'124537308',b'zip_left',b'44137',b'tiger'
b'124537308',b'name_base',b'Home',b'tiger'
b'124537308',b'name_type',b'St',b'tiger'
b'124537308',b'zip_right',b'44137',b'tiger'
b'124537308',b'name_base_1',b'Home',b'tiger'
b'124537308',b'name_type_1',b'Ave',b'tiger'
b'125353726',b'highway',b'residential',b'regular'
b'126385813',b'name',b'West 39th Place',b'regular'
b'126385813',b'highway',b'residential',b'regular'
b'126385813',b'cfcc',b'A41',b'tiger'
b'126385813',b'county',"b'Cuyahoga, OH'",b'tiger'
b'126385813',b'zip_left',b'44109',b'tiger'
b'126385813',b'name_base',b'39th',b'tiger'
b'126385813',b'name_type',b'Pl',b'tiger'
b'126385813',b'zip_right',b'44109',b'tiger'
b'126385813',b'name_direction_prefix',b'W',b'tiger'
b'127530047',b'railway',b'disused',b'regular'
b'127530047',b'cfcc',b'B21',b'tiger'
b'127530047',b'tlid',b'61118214',b'tiger'
b'127530047',b'county',"b'Cuyahoga, OH'",b'tiger'
b'127530047',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'127530047',b'name_base',b'Baltimore and Ohio Railroad',b'tiger'
b'127530047',b'upload_uuid',b'bulk_upload.pl-7aa11703-00aa-4ec2-a03e-74d2f1d64f77',b'tiger'
b'128407183',b'building',b'yes',b'regular'
b'129736584',b'building',b'yes',b'regular'
b'129737076',b'highway',b'service',b'regular'
b'130148657',b'name',b'Leo Bullock Parkway',b'regular'
b'130148657',b'lanes',b'4',b'regular'
b'130148657',b'oneway',b'yes',b'regular'
b'130148657',b'highway',b'trunk',b'regular'
b'131595072',b'name',b'West 68th Street',b'regular'
b'131595072',b'highway',b'residential',b'regular'
b'131595072',b'cfcc',b'A41',b'tiger'
b'131595072',b'county',"b'Cuyahoga, OH'",b'tiger'
b'131595072',b'zip_left',b'44102',b'tiger'
b'131595072',b'name_base',b'68th',b'tiger'
b'131595072',b'name_type',b'St',b'tiger'
b'131595072',b'zip_right',b'44102',b'tiger'
b'131595072',b'name_direction_prefix',b'W',b'tiger'
b'131617367',b'highway',b'footway',b'regular'
b'132526130',b'building',b'yes',b'regular'
b'133113886',b'sport',b'baseball',b'regular'
b'133113886',b'leisure',b'pitch',b'regular'
b'133230956',b'sport',b'baseball',b'regular'
b'133230956',b'leisure',b'pitch',b'regular'
b'133383175',b'sport',b'baseball',b'regular'
b'133383175',b'leisure',b'pitch',b'regular'
b'133654687',b'sport',b'baseball',b'regular'
b'133654687',b'leisure',b'pitch',b'regular'
b'133980980',b'leisure',b'park',b'regular'
b'134165205',b'sport',b'baseball',b'regular'
b'134165205',b'leisure',b'pitch',b'regular'
b'134432802',b'sport',b'baseball',b'regular'
b'134432802',b'leisure',b'pitch',b'regular'
b'134645751',b'leisure',b'pitch',b'regular'
b'134645751',b'sport',b'baseball',b'regular'
b'134822138',b'sport',b'baseball',b'regular'
b'134822138',b'leisure',b'pitch',b'regular'
b'135049753',b'oneway',b'yes',b'regular'
b'135049753',b'highway',b'motorway_link',b'regular'
b'136298742',b'name',b'Judson Drive',b'regular'
b'136298742',b'highway',b'residential',b'regular'
b'136298742',b'cfcc',b'A41',b'tiger'
b'136298742',b'county',"b'Cuyahoga, OH'",b'tiger'
b'136298742',b'reviewed',b'no',b'tiger'
b'136298742',b'zip_left',b'44128',b'tiger'
b'136298742',b'name_base',b'Judson',b'tiger'
b'136298742',b'name_type',b'Dr',b'tiger'
b'136298742',b'zip_right',b'44128',b'tiger'
b'137971223',b'name',b'East Legend Court',b'regular'
b'137971223',b'oneway',b'no',b'regular'
b'137971223',b'highway',b'residential',b'regular'
b'137971223',b'surface',b'concrete',b'regular'
b'137971223',b'maxspeed',b'25 mph',b'regular'
b'137971223',b'sidewalk',b'both',b'regular'
b'140019110',b'name',b'Perk Park',b'regular'
b'140019110',b'leisure',b'park',b'regular'
b'143324812',b'building',b'yes',b'regular'
b'145629455',b'building',b'yes',b'regular'
b'145631878',b'building',b'yes',b'regular'
b'147204691',b'source',b'bing',b'regular'
b'147204691',b'highway',b'residential',b'regular'
b'154146266',b'name',b'JACK Cleveland Casino',b'regular'
b'154146266',b'amenity',b'casino',b'regular'
b'154146266',b'website',b'http://www.jackentertainment.com/cleveland',b'regular'
b'154146266',b'alt_name',b'Higbee Building',b'regular'
b'154146266',b'building',b'commercial',b'regular'
b'154146266',b'city',b'Cleveland',b'addr'
b'154146266',b'wikipedia',b'en:Jack Cleveland Casino',b'regular'
b'154146266',b'street',b'Public Square',b'addr'
b'154146266',b'opening_date',b'2012-05-14',b'regular'
b'154146266',b'postcode',b'44113',b'addr'
b'154146266',b'housenumber',b'100',b'addr'
b'157054326',b'building',b'yes',b'regular'
b'157561437',b'highway',b'residential',b'regular'
b'157727640',b'hgv',b'designated',b'regular'
b'157727640',b'national_network',b'yes',b'hgv'
b'157727640',b'highway',b'primary',b'regular'
b'157727640',b'lanes',b'4',b'regular'
b'157727640',b'name_1',b'Kent Ravenna Road',b'regular'
b'157727640',b'NHS',b'yes',b'regular'
b'157727640',b'fap',b'53',b'old_ref'
b'157727640',b'ref',b'SR 59',b'regular'
b'157727640',b'hgv:national_network',b'Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23',b'source'
b'157727640',b'old_ref:fap',b'ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx',b'source'
b'157727640',b'cfcc',b'A31',b'tiger'
b'157727640',b'county',"b'Portage, OH'",b'tiger'
b'157727640',b'name_base',b'Main',b'tiger'
b'157727640',b'name_base_1',b'Kent Ravenna',b'tiger'
b'157727640',b'name_base_2',b'State Route 59',b'tiger'
b'157727640',b'name_direction_prefix',b'W',b'tiger'
b'157727640',b'name_type',b'St',b'tiger'
b'157727640',b'name_type_1',b'Rd',b'tiger'
b'157727640',b'reviewed',b'no',b'tiger'
b'157727640',b'zip_left',b'44266',b'tiger'
b'157727640',b'zip_right',b'44266',b'tiger'
b'158414158',b'name',b'Cleveland Line',b'regular'
b'158414158',b'gauge',b'1435',b'regular'
b'158414158',b'usage',b'main',b'regular'
b'158414158',b'railway',b'rail',b'regular'
b'158414158',b'operator',b'NS',b'regular'
b'158414158',b'cfcc',b'B11',b'tiger'
b'158414158',b'electrified',b'no',b'regular'
b'158414158',b'county',"b'Portage, OH:Summit, OH'",b'tiger'
b'158414158',b'reviewed',b'no',b'tiger'
b'158414158',b'old_railway_operator',b'PRR',b'regular'
b'158414158',b'old_railway_operator',b'C&P',b'note'
b'158585081',b'NHS',b'yes',b'regular'
b'158585081',b'hgv',b'designated',b'regular'
b'158585081',b'ref',b'US 42;US 250',b'regular'
b'158585081',b'lanes',b'2',b'regular'
b'158585081',b'highway',b'trunk',b'regular'
b'158585081',b'surface',b'asphalt',b'regular'
b'158585081',b'fap',b'47',b'old_ref'
b'158585081',b'old_ref:fap',b'ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx',b'source'
b'158585081',b'national_network',b'yes',b'hgv'
b'158585081',b'hgv:national_network',b'Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23',b'source'
b'161133619',b'sport',b'basketball',b'regular'
b'161133619',b'leisure',b'pitch',b'regular'
b'161979846',b'source',b'Bing',b'regular'
b'161979846',b'leisure',b'playground',b'regular'
b'164376187',b'source',b'Bing',b'regular'
b'164376187',b'highway',b'service',b'regular'
b'164376187',b'surface',b'asphalt',b'regular'
b'164407231',b'highway',b'cycleway',b'regular'
b'166631277',b'access',b'permissive',b'regular'
b'166631277',b'highway',b'service',b'regular'
b'166631277',b'service',b'driveway',b'regular'
b'166631277',b'county',"b'Trumbull, OH'",b'tiger'
b'168254738',b'foot',b'designated',b'regular'
b'168254738',b'highway',b'cycleway',b'regular'
b'168254738',b'name',b'Bike and Hike Trail',b'regular'
b'168254738',b'surface',b'paved',b'regular'
b'168382779',b'railway',b'abandoned',b'regular'
b'168382779',b'old_railway_operator',b'PRR',b'regular'
b'168382779',b'old_railway_operator',b'PFW&C',b'note'
b'168918107',b'name',b'303 and 8 Trailhead',b'regular'
b'168918107',b'amenity',b'parking',b'regular'
b'169138270',b'building',b'yes',b'regular'
b'170773185',b'building',b'yes',b'regular'
b'170773185',b'levels',b'4',b'building'
b'171852246',b'oneway',b'yes',b'regular'
b'171852246',b'source',b'Bing',b'regular'
b'171852246',b'highway',b'service',b'regular'
b'171852246',b'service',b'parking_aisle',b'regular'
b'172238369',b'aeroway',b'runway',b'regular'
b'172238369',b'source',b'Bing',b'regular'
b'172238369',b'surface',b'asphalt',b'regular'
b'174134938',b'name',b'Sunshine',b'regular'
b'174134938',b'source',b'mapquest_imagery;TIGER2011',b'regular'
b'174134938',b'highway',b'residential',b'regular'
b'175821119',b'oneway',b'yes',b'regular'
b'175821119',b'highway',b'motorway_link',b'regular'
b'175821119',b'cfcc',b'A63',b'tiger'
b'175821119',b'tlid',b'61341873:61344974:61390460',b'tiger'
b'175821119',b'county',"b'Summit, OH'",b'tiger'
b'175821119',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'175821119',b'reviewed',b'no',b'tiger'
b'175821119',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'176725284',b'power',b'line',b'regular'
b'176725284',b'cables',b'3',b'regular'
b'176725284',b'voltage',b'345000',b'regular'
b'176725284',b'frequency',b'60',b'regular'
b'176728418',b'power',b'busbar',b'regular'
b'176728418',b'voltage',b'345000',b'regular'
b'176728418',b'frequency',b'60',b'regular'
b'178880922',b'highway',b'primary',b'regular'
b'178880922',b'name',b'Chester Road',b'regular'
b'178880922',b'ref',b'SR 83',b'regular'
b'178880922',b'cfcc',b'A41',b'tiger'
b'178880922',b'county',"b'Lorain, OH'",b'tiger'
b'178880922',b'name_base',b'Chester',b'tiger'
b'178880922',b'name_type',b'Rd',b'tiger'
b'178880922',b'reviewed',b'no',b'tiger'
b'178880922',b'zip_left',b'44011',b'tiger'
b'178880922',b'zip_right',b'44011',b'tiger'
b'179709617',b'name',b'Mogadore Road',b'regular'
b'179709617',b'name_1',b'County Route 81',b'regular'
b'179709617',b'highway',b'tertiary',b'regular'
b'179709617',b'cfcc',b'A41',b'tiger'
b'179709617',b'county',"b'Portage, OH'",b'tiger'
b'179709617',b'reviewed',b'no',b'tiger'
b'179709617',b'name_base',b'Mogadore',b'tiger'
b'179709617',b'name_type',b'Rd',b'tiger'
b'179709617',b'name_base_1',b'County Route 81',b'tiger'
b'179733727',b'highway',b'service',b'regular'
b'179733727',b'service',b'parking_aisle',b'regular'
b'180346004',b'power',b'line',b'regular'
b'180346004',b'cables',b'6',b'regular'
b'180346004',b'voltage',b'345000',b'regular'
b'180346004',b'operator',b'American Transmission Systems',b'regular'
b'180346004',b'frequency',b'60',b'regular'
b'180853639',b'building',b'yes',b'regular'
b'181602171',b'source',b'Bing',b'regular'
b'181602171',b'landuse',b'cemetery',b'regular'
b'182210803',b'name',b'County Line Road',b'regular'
b'182210803',b'layer',b'1',b'regular'
b'182210803',b'bridge',b'yes',b'regular'
b'182210803',b'name_1',b'County Highway 141',b'regular'
b'182210803',b'name_2',b'South County Line Road',b'regular'
b'182210803',b'highway',b'residential',b'regular'
b'182210803',b'cfcc',b'A41',b'tiger'
b'182210803',b'county',"b'Ashtabula, OH'",b'tiger'
b'182210803',b'reviewed',b'no',b'tiger'
b'182210803',b'zip_left',b'44057',b'tiger'
b'182210803',b'name_base',b'County Line',b'tiger'
b'182210803',b'name_type',b'Rd',b'tiger'
b'182210803',b'name_base_1',b'County Highway 141',b'tiger'
b'182210803',b'name_base_2',b'County Line',b'tiger'
b'182210803',b'name_type_2',b'Rd',b'tiger'
b'182210803',b'name_direction_prefix_2',b'S',b'tiger'
b'183385273',b'name',b'West 7th Street',b'regular'
b'183385273',b'highway',b'tertiary',b'regular'
b'183385273',b'cfcc',b'A41',b'tiger'
b'183385273',b'county',"b'Cuyahoga, OH'",b'tiger'
b'183385273',b'name_base',b'7th',b'tiger'
b'183385273',b'name_type',b'St',b'tiger'
b'183385273',b'name_direction_prefix',b'W',b'tiger'
b'185219363',b'fee',b'no',b'regular'
b'185219363',b'name',b'MTB Parking',b'regular'
b'185219363',b'amenity',b'parking',b'regular'
b'185219363',b'parking',b'surface',b'regular'
b'185219363',b'park_ride',b'no',b'regular'
b'186845743',b'access',b'private',b'regular'
b'186845743',b'highway',b'service',b'regular'
b'186845743',b'cfcc',b'A74',b'tiger'
b'186845743',b'tlid',b'58690488',b'tiger'
b'186845743',b'county',"b'Medina, OH'",b'tiger'
b'186845743',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'186845743',b'reviewed',b'no',b'tiger'
b'186845743',b'upload_uuid',b'bulk_upload.pl-11fd0954-67cf-48d3-90eb-c65ec08cc14a',b'tiger'
b'188002790',b'highway',b'service',b'regular'
b'188009504',b'ref',b'108',b'regular'
b'188009504',b'name',b'Le Creuset',b'regular'
b'188009504',b'shop',b'kitchen',b'regular'
b'188009504',b'phone',b'(216) 291-8795',b'regular'
b'188009504',b'building',b'yes',b'regular'
b'188661977',b'highway',b'footway',b'regular'
b'189309885',b'name',b'West Windsor Road',b'regular'
b'189309885',b'name_1',b'County Highway 6',b'regular'
b'189309885',b'highway',b'residential',b'regular'
b'189309885',b'cfcc',b'A41',b'tiger'
b'189309885',b'county',"b'Ashtabula, OH'",b'tiger'
b'189309885',b'reviewed',b'no',b'tiger'
b'189309885',b'zip_left',b'44076',b'tiger'
b'189309885',b'name_base',b'Windsor',b'tiger'
b'189309885',b'name_type',b'Rd',b'tiger'
b'189309885',b'zip_right',b'44076',b'tiger'
b'189309885',b'name_base_1',b'County Highway 6',b'tiger'
b'189309885',b'name_direction_prefix',b'W',b'tiger'
b'189512871',b'place',b'island',b'regular'
b'189512871',b'source',b'bing',b'regular'
b'189610209',b'access',b'destination',b'regular'
b'189610209',b'noexit',b'yes',b'regular'
b'189610209',b'source',b'bing',b'regular'
b'189610209',b'highway',b'track',b'regular'
b'189610209',b'tracktype',b'grade3',b'regular'
b'189610209',b'motor_vehicle',b'agricultural',b'regular'
b'190117189',b'building',b'yes',b'regular'
b'190661984',b'source',b'bing',b'regular'
b'190661984',b'natural',b'water',b'regular'
b'191502016',b'source',b'bing',b'regular'
b'191502016',b'landuse',b'grass',b'regular'
b'191841090',b'source',b'bing-aerial',b'regular'
b'191841090',b'landuse',b'grass',b'regular'
b'192088176',b'ref',b'SR 252',b'regular'
b'192088176',b'name',b'Columbia Road',b'regular'
b'192088176',b'highway',b'secondary',b'regular'
b'192088176',b'cfcc',b'A41',b'tiger'
b'192088176',b'county',"b'Medina, OH'",b'tiger'
b'192088176',b'reviewed',b'no',b'tiger'
b'192088176',b'zip_left',b'44256',b'tiger'
b'192088176',b'name_base',b'Columbia',b'tiger'
b'192088176',b'name_type',b'Rd',b'tiger'
b'192088176',b'zip_right',b'44256',b'tiger'
b'192088176',b'name_base_1',b'County Highway 24',b'tiger'
b'192264773',b'natural',b'water',b'regular'
b'192348262',b'source',b'bing-aerial',b'regular'
b'192348262',b'landuse',b'residential',b'regular'
b'192555349',b'building',b'yes',b'regular'
b'192591334',b'source',b'bing',b'regular'
b'192591334',b'highway',b'residential',b'regular'
b'192837470',b'food',b'yes',b'regular'
b'192837470',b'name',b'Melt Bar & Grilled',b'regular'
b'192837470',b'phone',b'1.216.965.0988',b'regular'
b'192837470',b'amenity',b'restaurant',b'regular'
b'192837470',b'cuisine',b'sandwich',b'regular'
b'192837470',b'smoking',b'outside',b'regular'
b'192837470',b'website',b'http://meltbarandgrilled.com/',b'regular'
b'192837470',b'building',b'yes',b'regular'
b'192837470',b'delivery',b'no',b'regular'
b'192837470',b'takeaway',b'yes',b'regular'
b'192837470',b'city',b'Cleveland Heights',b'addr'
b'192837470',b'street',b'Cedar Road',b'addr'
b'192837470',b'microbrewery',b'no',b'regular'
b'192837470',b'housenumber',b'13463',b'addr'
b'193408449',b'building',b'yes',b'regular'
b'193415281',b'name',b'Cobblestone Way',b'regular'
b'193415281',b'source',b'TIGER2012',b'regular'
b'193415281',b'highway',b'residential',b'regular'
b'194570886',b'name',b'Stone Ledge Drive',b'regular'
b'194570886',b'source',b'tiger2012',b'regular'
b'194570886',b'highway',b'residential',b'regular'
